Q260,Jean-François Champollion
Q19045,Mario José Molina y Henríquez
Q19051,Mame Biram Diouf
Q19054,Matteo Bandello
Q19059,Dénes Kőnig
Q19062,Raed Arafat
Q19063,Pál Turán
Q19061,William Painter
Q19074,Samuel P. Huntington
Q19080,Vasco Núñez de Balboa
Q19091,Pál Bajai
Q19096,Frederick Keeping
Q19133,Qianlong Emperor
Q19154,Graham Norton
Q19155,Henry Fonda
Q19152,Szeto Wah
Q19167,Vincenzo Brenna
Q19165,Antonio Rinaldi
Q19175,Arthur Percival
Q19179,Ælfric of Abingdon
Q19176,"Sarah Churchill, Duchess of Marlborough"
Q19177,Adam Miller
Q19182,Alesha Dixon
Q19181,Alan Julian
Q19185,George Bernard Shaw
Q19190,Rupert Grint
Q19198,Chester Bennington
Q19199,Brad Delson
Q19202,Phoenix
Q19203,Scott Koziol
Q19200,Joseph Hahn
Q19201,Mike Shinoda
Q19204,Mark Wakefield
Q19205,Rob Bourdon
Q19216,Ma Ying-jeou
Q19217,Carrie Lam
Q19220,Henry Tang
Q19225,John Tsang
Q19234,Eddie Ng
Q19242,Bill Anders
Q19246,Amenemhat IV
Q19244,Amenemhat III
Q19250,Rimsky Yuen
Q19248,Senusret III
Q19254,Philip I
Q19280,Ashayet
Q19281,Tem
Q19287,Taimhotep
Q19284,Henhenet
Q19291,Kawit
Q19289,Nebsemi
Q19292,Pasherienptah III
Q19298,Sadeh
Q19299,Kemsit
Q19296,Haankhes
Q19309,al-Muhalhil
Q19327,Kamose
Q19330,Maxine Hong Kingston
Q19329,Zsolt Nemcsik
Q19350,Karl Henry
Q19367,Juan Bernat
Q19364,Andrés Guardado
Q19365,Vicente Guaita
Q19388,Daniel Parejo
Q19392,Éver Banega
Q19399,Martin Kližan
Q19397,Alun Michael
Q19403,Lajos Veress
Q19406,David Goffin
Q19417,James Euringer
Q19422,Sergio Canales Madrazo
Q19425,Pyotr Vyazemsky
Q19469,George Mikes
Q19489,Sartaq Khan
Q19497,Oscar
Q19504,Fritz Lang
Q19526,Maya Angelou
Q19532,Jānis Akuraters
Q19543,Hans Sachs
Q19581,Rafael Correa
Q19658,Cenk Uygur
Q19661,Ana Kasparian
Q19673,Al Gore
Q19726,Mona Løseth
Q19727,Lene Løseth
Q19725,Nina Løseth
Q19734,DJ Ötzi
Q19794,Josh Duhamel
Q19796,Cai Yuanpei
Q19802,Théophile Cart
Q19800,Li Shijun
Q19810,Victoria Beckham
Q19825,Cecil John Rhodes
Q19831,Peter Lilley
Q19832,Maurice Cook
Q19837,Steve Jobs
Q19845,Geri Halliwell
Q19848,Lady Gaga
Q19878,Muammar al-Gaddafi
Q19943,Juan Carlos I
Q19999,Louis Bernacchi
Q20009,Eugène Joseph Delporte
Q20014,Louis de Rougemont
Q20015,John Couch Adams
Q20012,Adolphe Quetelet
Q20018,George Biddell Airy
Q20021,Antonina Makarova
Q20110,Francesco Totti
Q20119,Jean Shrimpton
Q20127,Wilhelm Liebknecht
Q20145,IU
Q20150,PSY
Q20151,Li Ka-shing
Q20148,Zhang Xueliang
Q20178,Joe Pesci
Q20235,Franzl Lang
Q20297,Li Zongren
Q20430,Sergey Kapitsa
Q20469,Alan Dzagoev
Q20542,Albert Panten
Q20540,Hans Jaenisch
Q20550,Ocke Nerong
Q20554,Hein Hoop
Q20553,Momme Andresen
Q20557,Hans Bradtke
Q20566,Nis Albrecht Johannsen
Q20567,Moritz Momme Nissen
Q20575,Johann Friedrich Minssen
Q20573,Lorenz Friedrich Mechlenburg
Q20577,Julius Bröring
Q20581,Margaretha Grosser
Q20587,Ernst Löfstedt
Q20588,Theo Deddens
Q20596,Georg Quedens
Q20612,Peter Klint
Q20618,Jap Peter Hansen
Q20617,Anton Heimreich
Q20621,Christian Peter Hansen
Q20635,Gesina Lechte-Siemer
Q20638,Henriette Hirschfeld-Tiburtius
Q20636,Hermann Janssen
Q20637,Theo Griep
Q20645,Hans Momsen
Q20650,Nann Peter Mungard
Q20652,Frederik Paulsen senior
Q20653,Bende Bendsen
Q20659,Pyt Kramer
Q20665,Jürgen Spanuth
Q20671,Albrecht Johannsen
Q20668,Harro Harring
Q20676,Marie Tångeberg
Q20682,Knut Jungbohn Clement
Q20683,Oluf Braren
Q20680,Hark Olufs
Q20681,Jens Emil Mungard
Q20691,Christian Jensen
Q20692,Aldgisl
Q20710,Jean-Martin Charcot
Q20715,Steve Angello
Q20712,Roope Tonteri
Q20713,Axwell
Q20719,Ludwig Ingwer Nommensen
Q20717,Sebastian Ingrosso
Q20722,Claudius Colas
Q20723,William Edward Collinson
Q20721,Luigi Cherubini
Q20726,Andreo Cseh
Q20727,Einar Dahl
Q20724,Louis Couturat
Q20730,Pierre Delaire
Q20731,Pêr Denez
Q20729,Cro
Q20732,Ernest Drezen
Q20733,Georges Duhamel
Q20875,Edward VII
Q20879,Rüdiger Eichholz
Q20882,Gustave Eiffel
Q20886,Kep Enderby
Q20887,Vasili Eroshenko
Q20885,Leopold Einstein
Q20891,István Ertl
Q20894,Robert Esnault-Pelterie
Q20906,Felix von Leitner
Q20926,Flux Pavilion
Q20951,Élisée Reclus
Q20971,Joachim Faiguet de Villeneuve
Q20995,Ahn Cheol-soo
Q21001,Moon Jae-in
Q21055,Christian Albrecht Jensen
Q21061,Doctor P
Q21076,Marlon Roudette
Q21081,Schné
Q21086,Miilkbone
Q21087,DJ Laz
Q21084,Porter Robinson
Q21085,Alexander Knappe
Q21088,Zedd
Q21089,Martin Kierszenbaum
Q21105,Koen Loete
Q21112,Christian Ludwig Brehm
Q21119,Detlev von Liliencron
Q21163,Ferdinand Tönnies
Q21186,Francis Beaufort
Q21209,Claus Schenk Graf von Stauffenberg
Q21381,Ryo Takayasu
Q21469,Valerie Thomas
Q21474,Helen Blanchard
Q21482,Katharine Burr Blodgett
Q21502,Marta Bohn-Meyer
Q21516,Ignazio Porro
Q21556,Mercedes Valdivieso
Q21585,Cynthia Breazeal
Q21595,Edwin Conklin
Q21601,Dorothy Donaldson Buchanan
Q21623,Alicia Ostriker
Q21720,Anne Burns
Q21759,Winnie Byanyima
Q21767,Tracy Caldwell Dyson
Q21791,Nadine Strossen
Q21797,Dmitry Karbyshev
Q21805,Sandy Carter
Q21822,Bo Xilai
Q21820,Shaherose Charania
Q21826,Edith Clarke
Q21842,Mary L. Cleave
Q21863,Eleanor Coade
Q21901,Josephine Cochrane
Q22072,John Farnham
Q22091,Kalle Palander
Q22102,Larisa Latynina
Q22101,"Anthimus IV, Patriarch of Constantinople"
Q22107,Jean-Louis Sebagh
Q22185,Bev Perdue
Q22201,Jim DeMint
Q22212,Lindsey Graham
Q22222,Kirsten Gillibrand
Q22237,Amy Klobuchar
Q22250,Maria Cantwell
Q22260,Claire McCaskill
Q22279,Susan Collins
Q22290,Olympia Snowe
Q22303,Wang Jingwei
Q22316,John Kerry
Q22327,Vladimir Gil
Q22338,Mary Landrieu
Q22354,Kelly Ayotte
Q22360,Lisa Murkowski
Q22368,Chen Shui-bian
Q22401,Henri Farman
Q22513,Zhu De
Q22522,Christopher Fettes
Q22530,Auguste Forel
Q22539,Jan Fethke
Q22563,Gerd Dudenhöffer
Q22561,Kurt Sommerlatt
Q22570,Christoph Lehmann
Q22575,Nicolas König
Q22576,Santeri Paloniemi
Q22580,Kurt Dehn
Q22581,Lars Forsman
Q22590,John Francis
Q22594,Harald Schneider
Q22606,Peter Blume
Q22611,Paul Münch
Q22613,Ludwig Hartmann
Q22624,Ismael Serrano
Q22662,Maurice René Fréchet
Q22665,Futabatei Shimei
Q22670,Friedrich Schiller
Q22675,Tom Wlaschiha
Q22677,Michael S. Hart
Q22686,Donald Trump
Q22689,Ronald Cecil Gates
Q22714,Karl May
Q22717,Fritz Walter
Q22742,George Edward Luckman Gauntlett
Q22750,Maurice Genevoix
Q22755,Silvio Gesell
Q22761,Alexander Gode
Q22803,Park Won-soon
Q22828,Theodor Verhas
Q22840,Helmut Metzger
Q22841,Wolfgang Schulte
Q22844,Huh Gak
Q22850,Eva Lohse
Q22939,Axel Fischer
Q22952,Noh Hong-chul
Q22979,Daniela Katzenberger
Q22989,Ivan Glasenberg
Q23114,Lu Xun
Q23139,Barnum Brown
Q23215,Adele
Q23261,Hideaki Anno
Q23301,Roberto Benigni
Q23333,Gough Whitlam
Q23342,Edmund Barton
Q23347,Chris Watson
Q23352,George Reid
Q23358,Stanley Bruce
Q23359,Taylor Lautner
Q23357,Abraham Maslow
Q23362,James Scullin
Q23365,Jeremy Renner
Q23368,Chris Patten
Q23369,Arthur Fadden
Q23375,John Curtin
Q23379,Ben Chifley
Q23380,Jean Auguste Dominique Ingres
Q23386,John McEwen
Q23385,Patrick Thaler
Q23403,Josh Sussman
Q23405,Ted Ligety
Q23410,Orli Shoshan
Q23412,Roy Raymond
Q23421,Alan Foggon
Q23431,C. Anthony Anderson
Q23434,Ernest Hemingway
Q23437,William Hirstein
Q23441,Octave Mirbeau
Q23446,Quentin Smith
Q23450,Kit Fine
Q23454,Ryan Higa
Q23466,Chris Pine
Q23481,Friedrich Dürrenmatt
Q23505,George H. W. Bush
Q23517,Ricky Gervais
Q23527,Tim Minchin
Q23530,Dmitry Medvedev
Q23543,Selena
Q23547,Bryan Cranston
Q23559,Benito Mussolini
Q23626,Albert Ho
Q23641,Lee Cheuk-yan
Q23685,Jimmy Carter
Q23696,Simon Stevin
Q23728,Larry David
Q23729,Hermann Häfker
Q23748,Han Moo-hyup
Q23755,Kim J. Henriksen
Q23753,Reinhard Haupenthal
Q23759,Harry W. Holmes
Q23762,André Honnorat
Q23760,Rowan Atkinson
Q23766,Ebenezer Howard
Q23810,Alfr
Q23811,Karl Pilkington
Q23814,Stephen Merchant
Q23842,Jean Gabin
Q23844,George Clooney
Q23848,Ennio Morricone
Q23858,John Belushi
Q23860,Hans Jakob
Q23870,Otto Jespersen
Q23873,John XXIII
Q23880,Lila Downs
Q23884,Lou Costello
Q23891,Andrew Garfield
Q23888,Bud Abbott
Q23889,Clive Sinclair
Q23914,Siegfried Bernfeld
Q23923,12th Planet
Q23938,Autodicus
Q23937,Ethel Grey Terry
Q23942,Johnny Ruffo
Q23943,Rod Hundley
Q23941,Francisco Frione
Q23944,Mark Amodei
Q23945,Ana Cristina Cesar
Q23950,Jānis Skredelis
Q23949,Ezra Dean
Q23954,Ken Johnson
Q23955,Margot Moe
Q23952,Lois Long
Q23953,Maria Bard
Q23959,Earl Mindell
Q23956,Vladimir Belinski
Q23957,Warner Oland
Q23963,Orlando Salido
Q23971,Joseph Bergaigne
Q23997,Tara Conner
Q24002,Andy Panko
Q24007,Max Gordon
Q24015,Steve Bullock
Q24012,Gaetano Monachello
Q24021,Amélie Lacoste
Q24027,Natalia Zinchenko
Q24039,Digby Jones
Q24036,Sten Johansson
Q24037,B. Y. Raghavendra
Q24042,Raúl Banfi
Q24043,Alan Nunnelee
Q24040,Takashi Uchiyama
Q24041,Martin Roman
Q24046,Lewis Siegelbaum
Q24044,Anselmo Moreno
Q24045,Rosario María Gutiérrez Eskildsen
Q24050,Takahito Suzuki
Q24051,Gloria Dickson
Q24048,Yōsuke Kon
Q24053,Maggie Hassan
Q24059,Bernat Fenollar
Q24057,Dallas Roberts
Q24064,Amanda Somerville
Q24065,Masato Domeki
Q24070,John Lewis Gaddis
Q24074,Maksymilian Więcek
Q24072,Bolesław Kolasa
Q24078,La Jana
Q24079,Jan Maciejko
Q24077,Mieczysław Palus
Q24082,Patrick Jenkin
Q24083,James M. Kelly
Q24086,Johannes Waldemar Karsch
Q24084,Tomasz Jasiński
Q24085,Petrus Cunaeus
Q24091,Eugeniusz Lewacki
Q24088,Hilary Skarżyński
Q24094,Paul W. Richards
Q24093,Ernest Ziaja
Q24098,Juju
Q24099,Karen Simensen
Q24108,Baderon of Monmouth
Q24113,Teet Kask
Q24139,Arnold Hermann Ludwig Heeren
Q24143,Allan Green
Q24141,Hermann Snellen
Q24150,Anthon van Rappard
Q24148,Andrey Kashechkin
Q24155,Pamela Des Barres
Q24159,Jessica Pegula
Q24161,Jean-Baptiste-Henri Deshays
Q24166,Olga Borodina
Q24167,Jared Burton
Q24164,Anthony Swarzak
Q24165,Hélène Hayman
Q24172,Lorie Tarshis
Q24178,Marreese Speights
Q24177,Alex Burnett
Q24184,Don Rosa
Q24194,Andrey Sheptytsky
Q24200,Shabazz Napier
Q24204,Josh Gordon
Q24211,Aloys Thomas Raimund
Q24214,Manfred Wolf
Q24218,Nick Cave
Q24217,Addison S. McClure
Q24220,Mícheál Ó Súilleabháin
Q24225,Paula Broadwell
Q24230,Steven Palazzo
Q24234,William Van Horn
Q24236,John Crittenden
Q24237,Andrew Nabbout
Q24243,Joe Heck
Q24240,Ulrika Toft Hansen
Q24247,George Entwistle
Q24250,Frank Guinta
Q24251,Robert Arnott Wilson
Q24254,Alcimachus of Apollonia
Q24257,David Lindsay
Q24262,Kristian Gerner
Q24263,Helena Antonia
Q24261,Jack Ritchie
Q24266,Robin Janvrin
Q24273,Terri Dendy
Q24278,Thomas E. Gaddis
Q24289,Enid Markey
Q24294,Edward Linskens
Q24295,Harry Brodribb Irving
Q24292,Allen G. Debus
Q24293,M. F. Schurman
Q24298,Franz Kreisel
Q24296,Thomas E. Ackerman
Q24302,Ron Chernow
Q24304,Eden Sher
Q24310,Luis Rijo
Q24311,Richard Meinertzhagen
Q24313,Mike Pence
Q24316,Sulaiman Ja'abari
Q24320,Lesley Garrett
Q24327,Vasumitra
Q24325,Ufuk Budak
Q24329,Vasujyeshtha
Q24334,Mykola Khvylovy
Q24347,Óscar Míguez
Q24345,Alexei Maximov
Q24348,Pyotr Yakubovich
Q24355,Niclas Burström
Q24359,Hans-Joachim Böhme
Q24356,Taryll Jackson
Q24357,Lyndsey Marshal
Q24363,Markus Steuerwald
Q24361,Stefan Bötticher
Q24367,Hans-Joachim Böhme
Q24365,Paul Phrygio
Q24368,Barbara Palvin
Q24374,Varazdat
Q24373,Robert Bryce
Q24378,Lan Han
Q24385,Iván Domínguez
Q24391,Abner Mares
Q24389,Edward Douglass White
Q24395,Agnimitra
Q24400,Charlie Waters
Q24405,Brihadratha Maurya
Q24410,Jonas Mačiulis
Q24427,Countess Maria Josepha of Harrach-Rohrau
Q24430,Fredrik Bremberg
Q24429,Friedrich August von Harrach-Rohrau
Q24432,Petteri Wirtanen
Q24445,Stefan the First-Crowned
Q24455,Dan Merklinger
Q24470,Choi Ming Huh
Q24471,Murong Ping
Q24473,Fan Weijing
Q24480,Azim Isabekov
Q24485,Christine Schürrer
Q24494,Sophus Claussen
Q24493,Michael Hunter
Q24503,Michael Craig-Martin
Q24508,Kubanychbek Jumaliyev
Q24519,Tony Wroten
Q24521,Keith Padgett
Q24526,Riccardo Burchielli
Q24524,Karl von Harrach
Q24530,"Thomas Robinson, 2nd Baron Grantham"
Q24532,Theodore Wharton
Q24541,Elisha Helm Calvert
Q24544,Henry Taaffe
Q24548,Remmius Palaemon
Q24549,Ursel Brunner
Q24553,Obi Metzger
Q24567,Ernst Adalbert von Harrach
Q24565,Zhantoro Satybaldiyev
Q24575,Daniar Usenov
Q24579,Omurbek Babanov
Q24583,Rustam Khamdamov
Q24590,Giorgi Kvinitadze
Q24591,Rosanna Davison
Q24589,Simon Brehm
Q24598,Bob Brown
Q24601,Jaroslav Volf
Q24606,Cenn Fáelad hua Mugthigirn
Q24617,Jakob Steigmiller
Q24621,Ondřej Štěpánek
Q24631,"George Hamilton-Gordon, 4th Earl of Aberdeen"
Q24635,Matteo Manassero
Q24632,John Barrowman
Q24652,Joseph Gredt
Q24653,Apas Jumagulov
Q24658,Yunchen Juan
Q24666,Jumabek Ibraimov
Q24671,Nikolai Tanayev
Q24669,Ishenbai Kadyrbekov
Q24678,Amangeldy Muraliyev
Q24682,Sadeq Larijani
Q24692,Almazbek Atambayev
Q24693,Tursunbek Chyngyshev
Q24700,Reginald Campbell
Q24705,Rafael Albuquerque
Q24726,Thore Ehrling
Q24731,Harry Arnold
Q24735,Wil Burgmeijer
Q24736,Giorgi Mazniashvili
Q24737,Jagatjit Singh
Q24747,Evgeny Biryukov
Q24755,Mikhail Biryukov
Q24752,Abz Love
Q24756,Knut Johannesen
Q24757,Jonny Nilsson
Q24766,John Mandeville
Q24778,Lindsey Jacobellis
Q24776,Tatyana Sidorova
Q24790,Letitia Christian Tyler
Q24793,Adolph von Steinwehr
Q24801,Antoni Martí
Q24828,Fionn Regan
Q24829,Orson Welles
Q24842,Ulla Jacobsson
Q24840,Jagna Marczułajtis
Q24841,Paulina Ligocka
Q24878,Tomás Brizuela
Q24876,Bukichi Miki
Q24882,Waldemar Hartmann
Q24880,Simón Radowitzky
Q24881,Laura Soveral
Q24884,Conrad II of Salzwedel
Q24890,Reinhard Baumeister
Q24891,Majid Kiani
Q24889,Ran Masaki
Q24895,Sattar Beheshti
Q24892,Siamak Aghaei
Q24897,Najaf Daryabandari
Q24900,Siamak Jahangiri
Q24907,Anker Sørensen
Q24913,Lyubov Sadchikova
Q24917,Joop Stokkermans
Q24920,Leen Buis
Q24930,Yin Changheng
Q24947,Gunnar Þór Gunnarsson
Q24945,Lee Hi
Q24954,Bolesław Własnowolski
Q24955,Rudolf Paszek
Q24959,Monique de Wilt
Q24962,Graham Chapman
Q24965,Franklin Rawson
Q24979,Jean-François-Maxime Raybaud
Q24995,Luísa Sobral
Q24999,Cordelia Edvardson
Q25003,Zita Szabó
Q25011,Charles Bolden
Q25014,John Cleese
Q25013,Serkan Yilmaz
Q25023,Ezriel Carlebach
Q25034,"Adalbert I, Duke of Teck"
Q25035,Karl Etzel
Q25033,Harry Valérien
Q25042,Bienvenu de Miollis
Q25047,Espen Rud
Q25044,André Kouprianoff
Q25051,Heribert Faßbender
Q25048,Christiane Pilz
Q25049,Ernst Huberty
Q25054,Günther Kohlmey
Q25055,Matilde Muñoz Sampedro
Q25065,John Kerins
Q25070,Henry of Latvia
Q25078,Terry Gilliam
Q25080,Ilya Oleynikov
Q25081,Pavel Mochalin
Q25088,Muhammad al-Jawad
Q25089,Woody Allen
Q25098,Pope Theodosius II of Alexandria
Q25100,Nanni Moretti
Q25106,Fabrizio De André
Q25105,Ali Al-Ridha
Q25120,Pier Paolo Pasolini
Q25132,Paul Thomas Anderson
Q25138,Václav Novotný
Q25140,Zdeněk Fiala
Q25147,Franco Battiato
Q25144,Kevin Spacey
Q25148,Thrasydaeus
Q25152,Ram
Q25153,Angelo Branduardi
Q25159,Caparezza
Q25162,Fabio Fazio
Q25163,Roberto Saviano
Q25161,Roald Dahl
Q25178,Daniele Luppi
Q25186,Gus Van Sant
Q25190,Jean Poldo d'Albenas
Q25191,Christopher Nolan
Q25200,Daniele Crespi
Q25238,Thubten Gyatso
Q25242,Khedrup Gyatso
Q25240,Trinle Gyatso
Q25246,Lungtok Gyatso
Q25244,Tsultrim Gyatso
Q25251,Tsangyang Gyatso
Q25248,Jamphel Gyatso
Q25249,Kelzang Gyatso
Q25255,Yonten Gyatso
Q25252,Ngawang Lobsang Gyatso
Q25259,Gendun Gyatso
Q25256,Sonam Gyatso
Q25260,Gendun Drup
Q25278,Dwight Howard
Q25310,Robert F. Kennedy
Q25313,Ino Kolbe
Q25318,Charles-Ange Laisant
Q25316,Ilona Koutny
Q25320,Paul Langevin
Q25328,Antoni Gaudí
Q25351,Theodor Mommsen
Q25369,Kobe Bryant
Q25378,Ville Valo
Q25446,Stacy Lewis
Q25463,Mohamed Youssouf
Q25461,Álvaro Aparicio
Q25464,Larry Allen
Q25478,Orlando Pace
Q25476,Rob Reekers
Q25483,Todd Young
Q25481,Suzann Pettersen
Q25486,Mary Calvi
Q25487,A. L. Abdul Majeed
Q25490,Géza Petényi
Q25488,Kalman Sántha
Q25494,Pál Vásárhelyi
Q25492,Zoltán Gábor Szabó
Q25505,Sara Gomer
Q25514,Bruce Matthews
Q25515,Coleman Collins
Q25520,Iyad Ag Ghaly
Q25530,Adam Muraszko
Q25529,Eric Stuart
Q25543,"Louisa Hamilton, Duchess of Abercorn"
Q25547,Poornitha
Q25554,Marcus Mumford
Q25560,Roberto Silva Renard
Q25561,George Richmond
Q25571,Hans Richter
Q25568,Lou Barletta
Q25569,Jaime Caruana
Q25573,Jared Newson
Q25582,Frederick Gehring
Q25583,"Eleanor, Duchess of Gloucester"
Q25580,Mark Tyndale
Q25595,Neil Trudinger
Q25593,Ulrich Kiesow
Q25613,Ruslan Lyubarskyi
Q25623,Tim Smyczek
Q25642,"Hugh, Count of Suio"
Q25643,Mouritala Ogunbiyi
Q25649,Saul Alinsky
Q25652,Martha Reeves
Q25658,Mikko Lindström
Q25660,Tomasz Wróblewski
Q25672,Alexander von Benckendorff
Q25679,Richard Bona
Q25676,Jonathan Ogden
Q25687,"Francis Russell, 5th Duke of Bedford"
Q25690,"John Russell, 6th Duke of Bedford"
Q25689,"Francis Russell, 7th Duke of Bedford"
Q25693,Pieter Helbert Damsté
Q25702,Hans Mulder
Q25718,Björn Lindemann
Q25722,Ice La Fox
Q25720,Johnny Damon
Q25726,Francisco Bramón
Q25730,Paul Ranheim
Q25735,Milorad Mažić
Q25737,Craig Breen
Q25758,Dutch Clark
Q25766,Holger Apfel
Q25770,Juliana Hatfield
Q25771,Diana Bianchedi
Q25768,Nooa Takooa
Q25776,Wladyslaw Jehoshaphat Sapieha
Q25788,Erik Josefsson
Q25799,Vladimir Delač
Q25802,Martin Johansson
Q25806,Kastro Zizo
Q25810,Ryan Succop
Q25808,Jeremias Augustin
Q25812,Gustav Hjalmarsson
Q25817,David Eisenbud
Q25820,Thomas Young
Q25824,Vera Grabocka
Q25830,Ilgar Mamedov
Q25839,Birol Ünel
Q25837,Nadia Styles
Q25854,Miklós Bánffy
Q25856,Constantin von Wurzbach
Q25867,Gina Ryder
Q25870,Anna Rybicka
Q25871,Michael Wilson
Q25874,Monika Weber-Koszto
Q25875,Valérie Barlois-Mevel-Leroux
Q25872,Alexander Glazunov
Q25873,Boris Berezovsky
Q25878,Rita König
Q25877,Jean-Michel Henry
Q25883,Célia Lawson
Q25880,Hannah More
Q25887,Jost van Dockum
Q25884,Carl van Dockum
Q25885,Louise Bjørnsen
Q25890,Stephen Kramer Glickman
Q25895,Maria Mazina
Q25898,Csaba Köves
Q25899,Robert Leroux
Q25896,József Navarrete
Q25903,Piotr Kiełpikowski
Q25901,Franck Boidin
Q25905,Raffaello Caserta
Q25911,Jarosław Rodzewicz
Q25908,Ryszard Sobczak
Q25915,Valery Zakharevich
Q25913,Liang Qin
Q25918,Yang Shaoqi
Q25917,Rolando Tucker
Q25920,Barbara Wolnicka-Szewczyk
Q25921,Laura Chiesa
Q25926,Yuliya Garayeva
Q25927,Oscar García
Q25924,Adam Krzesiński
Q25925,Tonhi Terenzi
Q25930,Paul von Klenau
Q25929,Elisa Uga
Q25932,Rubén Plaza
Q25942,Walther Klemm
Q25941,Gianna Hablützel-Bürki
Q25945,Vladislav Pavlovich
Q25951,Gabdulkhay Akhatov
Q25948,Richard Kleinmichel
Q25949,Oscar Fantenberg
Q25954,Sophie Lamon
Q25955,Magdalena Mroczkiewicz
Q25959,Margherita Zalaffi
Q25957,Aleksandr Beketov
Q25960,Diana Romagnoli
Q25966,Anja Fichtel
Q25967,Alessandro Puccini
Q25970,Whitney Stevens
Q25971,Mikko Paananen
Q25969,Piia Pyykkinen
Q25974,Shy Love
Q25972,Britney Stevens
Q25973,Hermann Hesse
Q25982,Omar Arellano Nuño
Q25983,Ernest Cox
Q25981,Michael J. Smith
Q25987,Axel Bierbaum
Q25990,Richard Thoma
Q25992,Lavard Evans
Q25998,Roxana Scarlat
Q25997,Innokenty Annensky
Q26002,Laura Badea-Cârlescu
Q26003,Sergey Botkin
Q26009,Janne Puurtinen
Q26014,Volodymyr Shekhovtsov
Q26029,Mika Karppinen
Q26032,Gloria Asumnu
Q26038,Dave Parker
Q26036,Fred Lynn
Q26037,Quade Cooper
Q26043,"Christian Ernest II, Duke of Saxe-Coburg-Saalfeld"
Q26047,Leonid Kmit
Q26044,Lloyd Hildebrand
Q26045,Varvara Myasnikova
Q26051,Alejandro Pozuelo
Q26048,Mara Corday
Q26054,Isabell Herlovsen
Q26053,Carlos Pena Jr
Q26058,James Maslow
Q26056,Kevin Livingston
Q26062,Robert Bolt
Q26069,Klaas-Jan Huntelaar
Q26079,Aleksey Drozdov
Q26091,Kevin Schmidt
Q26088,Yousef Ahmed Masrahi
Q26095,Dan Gawrecki
Q26093,Martin Dempsey
Q26099,Chris Wood
Q26103,Jessica Jaymes
Q26109,Hannah Harper
Q26118,Jack Hawkins
Q26116,Paolo Bacigalupi
Q26122,Billy Beane
Q26121,Daisuke Matsuzaka
Q26131,Guy van Branteghem
Q26128,Loek Geeraedts
Q26141,Carlos María Franzini
Q26168,Anton LaVey
Q26174,Kenneth To
Q26173,Pablo Schreiber
Q26178,Felix Solis
Q26177,Khusrau Mirza
Q26181,Heinz-Jürgen Blome
Q26186,Jan Bartoszewski
Q26184,Nikolai Simonov
Q26190,Yani Tseng
Q26192,Steven Caulker
Q26202,Bror Cederström
Q26200,Ben Stassen
Q26206,Klaus Ernst
Q26207,Hugh Dalton
Q26204,Dionysius of Halicarnassus
Q26208,Carlo Lizzani
Q26226,Bence Szabó
Q26231,Corey Stoll
Q26233,Roman Neustädter
Q26242,Grigory Kiriyenko
Q26243,Sophie Moressée-Pichot
Q26241,Sabine Bau
Q26246,Gyöngyi Szalay-Horváth
Q26247,Anna Nordqvist
Q26244,Elvis Gregory
Q26251,Sandro Cuomo
Q26254,Reka Zsofia Lazăr-Szabo
Q26252,Francesca Bortolozzi-Borella
Q26261,Oscar Goerke
Q26266,Auguste Daumain
Q26267,Arthur F. Andrews
Q26269,Teddy Billington
Q26274,Nina Mercedez
Q26276,Klemen Lavrič
Q26282,Mikhail Varnakov
Q26280,Sergej Šalamon
Q26286,Vasiliy Koshechkin
Q26285,Alexei Murygin
Q26294,Logan Henderson
Q26295,Aksana
Q26306,Eduard Kainberger
Q26305,Patryk Dominik Sztyber
Q26309,Amir Karić
Q26315,Željko Milinovič
Q26318,Rob Kardashian
Q26322,Carol Greider
Q26321,Elizabeth Blackburn
Q26326,Duncan I of Scotland
Q26343,Gaël Bigirimana
Q26341,Cleitus the Black
Q26350,Boris Wyszynski
Q26355,Zoran Primorac
Q26370,Raja Ramanna
Q26372,Takeshi Kitano
Q26378,Ariel Winter
Q26380,Iago Aspas
Q26386,Jacob Kivovich Syrkin
Q26408,Pierre Bonnard
Q26412,Vasily Belov
Q26419,Justin Welby
Q26424,Calista Flockhart
Q26435,Veronika Shutkova
Q26451,Albert Taillandier
Q26455,Fernand Sanz
Q26458,Petras Mantigirdaitis
Q26456,Rashi
Q26460,Boban Babunski
Q26471,Marcus Ummidius Quadratus Annianus
Q26474,George Chreptowicz
Q26477,Stanislaw Kazimierz Radziwill
Q26479,Francis Cetner
Q26480,Francisco Medina Luna
Q26481,Peter Dorohostajski
Q26486,Ladislaus I of Hungary
Q26484,James Theodore Kuncewicz
Q26510,Charles Schlee
Q26517,Luis Suárez
Q26522,M'Baye Niang
Q26523,Youcef Nadarkhani
Q26530,Jeongjo of Joseon
Q26532,Abdullah Avcı
Q26539,Lisa Zane
Q26536,Álex Fernández
Q26550,Svetozár Stračina
Q26551,Salvador Jovellanos
Q26554,Higinio Uriarte
Q26558,William Kidd
Q26560,Juan Bautista Gill
Q26566,Stanford R. Ovshinsky
Q26580,Antonio Conte
Q26611,Józef Aleksander Jabłonowski
Q26621,Matt Hardy
Q26625,Marc Anthony
Q26639,Jesús Salazar Gómez
Q26636,David Giuntoli
Q26642,Gert van den Bergh
Q26647,Zdravko Tolimir
Q26648,John Argyropoulos
Q26668,Raymond Chan
Q26673,Li Moran
Q26681,Charles Marie de La Condamine
